"TIME (SEC)   ","X (FT)       ","Y (FT)       ","Z (FT)       ","VX (FT/SEC)  ","VY (FT/SEC)  ","VZ (FT/SEC)  ","AX (FT/SEC^2)","AY (FT/SEC^2)","AZ (FT/SEC^2)","L11          ","L21          ","L31          ","L12          ","L22          ","L32          ","L13          ","L23          ","L33          ","LAT (DEG)    ","LONG (DEG)   ","ALT (FT)     ","VR (FT/SEC)  ","AR (FT/SEC^2)","RA(NM)       ","PAV (DEG)    ","T IIP (SEC)  ","PHI (DEG)    ","LAMBDA (DEG) ","R IIP (NM)   ","THRUST (LBS) ","WEIGHT (LBS) ","E (FT)       ","F (FT)       ","G (FT)       ","VE (FT/SEC)  ","VF (FT/SEC)  ","VG (FT/SEC)  ",
1.000000000000000e+01, -1.697295763887879e+00, -3.443000447568966e+00, 1.020194967251735e+03, 1.387194799000155e+00, -7.039317095999732e-01, 1.963089936000000e+02, 2.561246541000029e+00, -7.044444930002011e-02, 2.257641729999998e+01, 1.810287641000000e-01, -8.615113969000000e-01, 4.743697921000000e-01, -8.724744617000000e-01, 8.192730828000000e-02, 4.817429084000000e-01, -4.538908462000000e-01, -5.010848523000000e-01, -7.368154929000000e-01, 2.853117197434982e+01, -8.056448319973521e+01, 1.020194967613455e+03, 1.963151568206260e+02, 2.272134600695918e+01, 6.317260137719722e-04, 8.954598984350476e+01, 1.616165713753093e+01, 2.853115114566320e+01, -8.056441797252646e+01, 3.594874397556091e-03, 6.893706460000001e+05, 1.171996340000000e+06, 3.016340363577998e+06, -1.815040254947304e+07, 9.936026776012972e+06, 2.964117974763077e+01, -1.703062105693634e+02, 9.304211896866541e+01, 
1.100000000000000e+01, 8.802913979714788e-01, -4.182243784784684e+00, 1.227765025252290e+03, 3.948441340000184e+00, -7.743761588999933e-01, 2.188854109000000e+02, 3.652142975000001e+00, -6.932428829997014e-02, 2.289195819999996e+01, 1.996869378000000e-01, -8.584232689000000e-01, 4.724771087000000e-01, -8.692343573000000e-01, 6.737779653000001e-02, 4.897875709000000e-01, -4.522795142000000e-01, -5.084975161000001e-01, -7.327165326000000e-01, 2.853116933142284e+01, -8.056447540428587e+01, 1.227765025691987e+03, 2.189223902489481e+02, 2.318155957646800e+01, 7.033492267749769e-04, 8.894688355658334e+01, 1.790751184023176e+01, 2.853113360559651e+01, -8.056426160452793e+01, 1.173132211781938e-02, 6.855129488000000e+05, 1.174429086000000e+06, 3.016372804333856e+06, -1.815058248687802e+07, 9.936125074777270e+06, 3.542672693028631e+01, -1.895935020548355e+02, 1.035676781138920e+02, 
1.200000000000000e+01, 6.563236846195150e+00, -4.991377992123408e+00, 1.458070987252821e+03, 7.600584315000186e+00, -8.437004471999635e-01, 2.417773690999999e+02, 4.757462155000025e+00, -6.813760290003415e-02, 2.317468439999998e+01, 2.182729641000000e-01, -8.550256734000000e-01, 4.704125966000000e-01, -8.656788754000000e-01, 5.288314142000000e-02, 4.977986120000000e-01, -4.505074893000000e-01, -5.158822262000000e-01, -7.286347033000000e-01, 2.853116575280267e+01, -8.056445799484027e+01, 1.458070988878681e+03, 2.418982780453214e+02, 2.365806598031185e+01, 1.356956620787596e-03, 8.818839334890281e+01, 1.967916057986921e+01, 2.853110748234095e+01, -8.056400098943088e+01, 2.553822860082723e-02, 6.816495321000000e+05, 1.176834255000000e+06, 3.016411592033061e+06, -1.815078178301258e+07, 9.936233934098601e+06, 4.233721715347693e+01, -2.090203618210997e+02, 1.141614002593152e+02, 
1.300000000000000e+01, 1.644988844382319e+01, -5.869248473480091e+00, 1.711413584253873e+03, 1.235804647000021e+01, -9.118380500999976e-01, 2.649520534999999e+02, 5.876547940000038e+00, -6.691780179995917e-02, 2.343320900000003e+01, 2.367801288000000e-01, -8.513198347000001e-01, 4.681770067000000e-01, -8.618092947000000e-01, 3.844856823000000e-02, 5.057731183000001e-01, -4.485754230000000e-01, -5.232363200000000e-01, -7.245714894000001e-01, 2.853116097844224e+01, -8.056442756431837e+01, 1.711413591533039e+03, 2.652416698315917e+02, 2.415892335599828e+01, 2.874231578035412e-03, 8.732230979963799e+01, 2.147350929343225e+01, 2.853107098598561e+01, -8.056361304587844e+01, 4.613084792400853e-02, 6.777815875000000e+05, 1.178901772000000e+06, 3.016457856859375e+06, -1.815100056368211e+07, 9.936353414525786e+06, 5.038219659756194e+01, -2.285565549874087e+02, 1.248065657461312e+02, 
1.400000000000000e+01, 3.165236004438623e+01, -6.814647238762681e+00, 1.988061242251650e+03, 1.823459441000025e+01, -9.787558518999568e-01, 2.883852625000000e+02, 6.442196869999987e+00, -6.709272010001294e-02, 2.376200470000004e+01, 2.552017464000000e-01, -8.473070887000000e-01, 4.657711519000000e-01, -8.576270076000000e-01, 2.407928057000000e-02, 5.137081896000000e-01, -4.464840249000000e-01, -5.305571464000000e-01, -7.205283686000000e-01, 2.853115474515543e+01, -8.056438066316953e+01, 1.988061267275759e+03, 2.889628315605810e+02, 2.461989580213028e+01, 5.328167332033676e-03, 8.637689870609353e+01, 2.328823281649144e+01, 2.853102226963437e+01, -8.056307403480002e+01, 7.475056015422887e-02, 6.739096394999999e+05, 1.181189406000000e+06, 3.016512737966164e+06, -1.815123892498548e+07, 9.936483560170228e+06, 5.957180243039807e+01, -2.481794077682744e+02, 1.354905898521772e+02, 
1.500000000000000e+01, 5.310795589406293e+01, -7.826811274307785e+00, 2.288293806252468e+03, 2.467679128000023e+01, -1.045848571999970e+00, 3.121472672000000e+02, 6.440796020000058e+00, -6.895834499997573e-02, 2.417024279999997e+01, 2.551854973000000e-01, -8.473153643000000e-01, 4.657650001000000e-01, -8.576145414000000e-01, 2.410626140000000e-02, 5.137277358000000e-01, -4.465172565000000e-01, -5.305427047000000e-01, -7.205184093000000e-01, 2.853114683044776e+01, -8.056431438450821e+01, 2.288293875044999e+03, 3.131229059770946e+02, 2.501378111432864e+01, 8.833888905349788e-03, 8.547599012721656e+01, 2.512607366051943e+01, 2.853096279905430e+01, -8.056240401008411e+01, 1.103298216531380e-01, 6.700323722000000e+05, 1.184045413000000e+06, 3.016577203166559e+06, -1.815149699450350e+07, 9.936624433593424e+06, 6.936849588949248e+01, -2.680181533194645e+02, 1.462881933608926e+02, 
1.600000000000000e+01, 8.100549456415622e+01, -8.906958237413265e+00, 2.612492038252462e+03, 3.111758730000029e+01, -1.114806916999946e+00, 3.363175100000000e+02, 6.429802219999997e+00, -7.344638800003660e-02, 2.455026269999997e+01, 2.551692478000000e-01, -8.473236402000000e-01, 4.657588472000000e-01, -8.576020739000000e-01, 2.413324096000000e-02, 5.137472818000000e-01, -4.465504874000000e-01, -5.305282608000000e-01, -7.205084501000000e-01, 2.853113718580111e+01, -8.056422814403268e+01, 2.612492196794154e+03, 3.377558505288034e+02, 2.537839927180666e+01, 1.341046522909764e-02, 8.471064113353026e+01, 2.699065144066586e+01, 2.853089519663540e+01, -8.056163850898777e+01, 1.509818785336617e-01, 6.661489680999999e+05, 1.186851152000000e+06, 3.016651494135259e+06, -1.815177507973778e+07, 9.936776201137578e+06, 7.922258622893759e+01, -2.882117806122861e+02, 1.572792609148753e+02, 
1.700000000000000e+01, 1.153393193644934e+02, -1.005775140045402e+01, 2.961054435250049e+03, 3.754738952000029e+01, -1.188253304999982e+00, 3.608677726999999e+02, 6.414371890000018e+00, -8.327320000006090e-02, 2.492900860000012e+01, 2.551529979000000e-01, -8.473319163000000e-01, 4.657526933000000e-01, -8.575896051000000e-01, 2.416021928000000e-02, 5.137668275000000e-01, -4.465837176000000e-01, -5.305138146000000e-01, -7.204984911000000e-01, 2.853112580535263e+01, -8.056412196125152e+01, 2.961054755248902e+03, 3.628178162372161e+02, 2.574114548632093e+01, 1.905175096472524e-02, 8.405725522395686e+01, 2.888029311264262e+01, 2.853081916687208e+01, -8.056077709728046e+01, 1.967296730877909e-01, 6.622621937000000e+05, 1.188761494000000e+06, 3.016735662648458e+06, -1.815207352803380e+07, 9.936939051241787e+06, 8.912049569458706e+01, -3.087382748552392e+02, 1.684487538265099e+02, 
1.800000000000000e+01, 1.560951848643899e+02, -1.128709884894224e+01, 3.334354297250998e+03, 4.396176141000031e+01, -1.271526505000043e+00, 3.857967813000000e+02, 6.689052600000018e+00, -8.583165300003397e-02, 2.527830770000000e+01, 2.551367476000000e-01, -8.473401926000000e-01, 4.657465383000000e-01, -8.575771351000000e-01, 2.418719633000000e-02, 5.137863729000000e-01, -4.466169471000000e-01, -5.304993661000000e-01, -7.204885322000000e-01, 2.853111267093537e+01, -8.056399588388399e+01, 3.334354881965372e+03, 3.882955185259840e+02, 2.614849196290492e+01, 2.575293531025193e-02, 8.349688641555794e+01, 3.079471105137412e+01, 2.853073409192361e+01, -8.055981908469487e+01, 2.476126066445702e-01, 6.583726493000001e+05, 1.191126620000000e+06, 3.016829748312539e+06, -1.815239266848625e+07, 9.937113156377450e+06, 9.905760810372729e+01, -3.295996564695082e+02, 1.797917307311807e+02, 
1.900000000000000e+01, 2.033542533639325e+02, -1.260146180763477e+01, 3.732764255252595e+03, 5.065081401000033e+01, -1.357358158000077e+00, 4.110750890000001e+02, 7.258628070000086e+00, -8.685133799979954e-02, 2.558950319999972e+01, 2.640094039000000e-01, -8.452943576000001e-01, 4.645174740000000e-01, -8.554358196000000e-01, 1.727299491000000e-02, 5.176207126000000e-01, -4.455654757000000e-01, -5.340216219000000e-01, -7.185348385000000e-01, 2.853109774548558e+01, -8.056384966347297e+01, 3.732765246240123e+03, 4.141860405390344e+02, 2.659920860921056e+01, 3.352602525866617e-02, 8.297373861608031e+01, 3.273226200622440e+01, 2.853063803504476e+01, -8.055873383088712e+01, 3.052525552232941e-01, 6.544805418000000e+05, 1.193259384000000e+06, 3.016933885058961e+06, -1.815273281724678e+07, 9.937298682657244e+06, 1.093168171082643e+02, -3.507314237345049e+02, 1.912782739358764e+02, 
2.000000000000000e+01, 2.575866667644931e+02, -1.400215276847141e+01, 4.156608177250917e+03, 5.790944208000041e+01, -1.444209495999877e+00, 4.366645921999997e+02, 7.844001849999978e+00, -8.793499200003908e-02, 2.589418540000008e+01, 2.728597668000000e-01, -8.431774649000000e-01, 4.632486485000000e-01, -8.532219575000000e-01, 1.037579253000000e-02, 5.214447566000000e-01, -4.444770398000000e-01, -5.375352133000000e-01, -7.165863908000000e-01, 2.853108091282396e+01, -8.056368184384114e+01, 4.156609765862620e+03, 4.404901307683037e+02, 2.705632892901766e+01, 4.244747335130925e-02, 8.244403215038167e+01, 3.469082784643438e+01, 2.853052800462146e+01, -8.055748219194794e+01, 3.717254883215191e-01, 6.505865193000000e+05, 1.195413566000000e+06, 3.017048584748393e+06, -1.815309419816324e+07, 9.937495747624392e+06, 1.201844575468912e+02, -3.720637587619580e+02, 2.028689500252820e+02, 
2.100000000000000e+01, 3.193683159643912e+02, -1.549023767989064e+01, 4.606195413250085e+03, 6.575344393000039e+01, -1.532144487999916e+00, 4.625587775999998e+02, 8.428292940000024e+00, -8.894788399998586e-02, 2.607637479999994e+01, 2.819905011000000e-01, -8.409129574000001e-01, 4.618947449000000e-01, -8.508563188000000e-01, 3.259209106000000e-03, 5.253883347000000e-01, -4.433112699000000e-01, -5.411605821000000e-01, -7.145770374000000e-01, 2.853106203210913e+01, -8.056349064103502e+01, 4.606197853789608e+03, 4.672113928300485e+02, 2.740476886088613e+01, 5.261147907792282e-02, 8.190822831192423e+01, 3.666989974135705e+01, 2.853040274775854e+01, -8.055604896966082e+01, 4.478381262375452e-01, 6.466910452000002e+05, 1.196980394000000e+06, 3.017174461795473e+06, -1.815347700945427e+07, 9.937704454006236e+06, 1.316752238904147e+02, -3.935891162886798e+02, 2.145593823227016e+02, 
2.200000000000000e+01, 3.892879563644934e+02, -1.706678101063239e+01, 5.081783551250232e+03, 7.418173687000041e+01, -1.621092371999901e+00, 4.886351523999998e+02, 8.993145230000021e+00, -8.972805000012195e-02, 2.610616560000022e+01, 2.910957568000000e-01, -8.385727999000000e-01, 4.604985556000000e-01, -8.484134645000000e-01, -3.837921486000000e-03, 5.293201901000000e-01, -4.421061566000000e-01, -5.447760363000000e-01, -7.125736570000000e-01, 2.853104095942674e+01, -8.056327423153444e+01, 5.081787175759233e+03, 4.942366540297265e+02, 2.761189226738117e+01, 6.411453721014966e-02, 8.136664067111992e+01, 3.866296783505975e+01, 2.853026124001728e+01, -8.055442174937683e+01, 5.342494660756898e-01, 6.428031804000000e+05, 1.194912148000000e+06, 3.017312135889602e+06, -1.815388140290453e+07, 9.937924878822906e+06, 1.437704028728484e+02, -4.152014334822821e+02, 2.262912085754470e+02, 
2.300000000000000e+01, 4.679197815643345e+02, -1.873267886029442e+01, 5.583473491252060e+03, 8.317488210000043e+01, -1.710820422000023e+00, 5.147413180000000e+02, 9.546860299999983e+00, -9.037657900001407e-02, 2.605997930000005e+01, 3.001747116000000e-01, -8.361572027000001e-01, 4.590602083000000e-01, -8.458936137000001e-01, -1.091496083000000e-02, 5.332399628000000e-01, -4.408618115000000e-01, -5.483812505000000e-01, -7.105764330000000e-01, 2.853101755481747e+01, -8.056303083729038e+01, 5.583478726078132e+03, 5.214207632759194e+02, 2.775379668856458e+01, 7.705083165035677e-02, 8.082052627577706e+01, 4.066179031906474e+01, 2.853010273640198e+01, -8.055259144087147e+01, 6.314420277156745e-01, 6.389341660000001e+05, 1.190554848000000e+06, 3.017462189744469e+06, -1.815430739620042e+07, 9.938157025516935e+06, 1.564288110984710e+02, -4.367708946829987e+02, 2.379933297203394e+02, 
2.400000000000000e+01, 5.558225481639813e+02, -2.048864070877133e+01, 6.111252226254521e+03, 9.272174240000042e+01, -1.801197001000037e+00, 5.408012973000000e+02, 1.001898220000002e+01, -9.049571800001267e-02, 2.555230309999997e+01, 3.092265452000000e-01, -8.336663833000000e-01, 4.575798348000000e-01, -8.432969927000000e-01, -1.797127230000000e-02, 5.371472940000001e-01, -4.395783501000000e-01, -5.519759006000000e-01, -7.085855484000000e-01, 2.853099168253477e+01, -8.056275872844856e+01, 6.111259610658594e+03, 5.486953699327993e+02, 2.744646402568392e+01, 9.151204374055588e-02, 8.027080954136487e+01, 4.266196965536197e+01, 2.852992641711749e+01, -8.055054812206430e+01, 7.399425231830298e-01, 6.350895491000001e+05, 1.183746025000000e+06, 3.017625174393837e+06, -1.815475491010532e+07, 9.938400844470022e+06, 1.696284860027203e+02, -4.582329505735804e+02, 2.496304242890819e+02, 
2.500000000000000e+01, 6.535192601640446e+02, -2.233509110006814e+01, 6.664897500252461e+03, 1.027407246000004e+02, -1.891692719000050e+00, 5.663536004000000e+02, 1.033724680000001e+01, -8.919287100001383e-02, 2.417992530000004e+01, 3.182504400000000e-01, -8.311005654000000e-01, 4.560575705000000e-01, -8.406238347000000e-01, -2.500622116000000e-02, 5.410418260000000e-01, -4.382558910000000e-01, -5.555596629000000e-01, -7.066011852000000e-01, 2.853096321617946e+01, -8.056245628632824e+01, 6.664907706496880e+03, 5.756002394706929e+02, 2.629706094387602e+01, 1.075839875769244e-01, 7.971802186170518e+01, 4.463901271511330e+01, 2.852973285812425e+01, -8.054829877665544e+01, 8.593803461216132e-01, 6.313026885000001e+05, 1.162168371000000e+06, 3.017801575357225e+06, -1.815522368826546e+07, 9.938656189105818e+06, 1.832222242517693e+02, -4.791973597828320e+02, 2.609887786785412e+02, 
2.600000000000000e+01, 7.614069858643280e+02, -2.427154912071163e+01, 7.243483306251302e+03, 1.130779714000004e+02, -1.980885590000064e+00, 5.905335257000000e+02, 1.066654980000004e+01, -8.819901999987957e-02, 2.291443539999973e+01, 3.276593883000000e-01, -8.283362303000000e-01, 4.544209665000000e-01, -8.377465959000000e-01, -3.234244554000000e-02, 5.451005478000000e-01, -4.368294476000000e-01, -5.592969299000000e-01, -7.045331632000000e-01, 2.853093206200363e+01, -8.056212228286663e+01, 7.243497158025496e+03, 6.012656621655128e+02, 2.527556949712055e+01, 1.253317668773358e-01, 7.916042722206615e+01, 4.654684558734037e+01, 2.852952463499633e+01, -8.054587374645377e+01, 9.881446411827911e-01, 6.276349640000000e+05, 1.126257954000000e+06, 3.017991652182529e+06, -1.815571287936389e+07, 9.938922587146025e+06, 1.969332472710062e+02, -4.989328314673182e+02, 2.716684050504107e+02, 
2.700000000000000e+01, 8.797870214645752e+02, -2.629656898869490e+01, 7.845554663250501e+03, 1.237445212000005e+02, -2.069084609999944e+00, 6.134479610999998e+02, 1.108410700000004e+01, -8.815723300004187e-02, 2.220094590000009e+01, 3.370359418000000e-01, -8.254903354000001e-01, 4.527388652000000e-01, -8.347861494000000e-01, -3.965387355000000e-02, 5.491444756000000e-01, -4.353606076000000e-01, -5.630215595000000e-01, -7.024726791000000e-01, 2.853089815183878e+01, -8.056175578698208e+01, 7.845573154283598e+03, 6.258077888744176e+02, 2.481425393881330e+01, 1.448047278175679e-01, 7.859621346138850e+01, 4.838928192190196e+01, 2.852930147478463e+01, -8.054326998156508e+01, 1.126397459786860e+00, 6.240776486999999e+05, 1.104809252000000e+06, 3.018195493467500e+06, -1.815622118487852e+07, 9.939199321832676e+06, 2.107878704631144e+02, -5.175308023036250e+02, 2.817192413529455e+02, 
2.800000000000000e+01, 1.009036617664018e+03, -2.840971561845765e+01, 8.470148997253511e+03, 1.348286282000005e+02, -2.157241842999985e+00, 6.356489069999999e+02, 1.152331100000000e+01, -8.813350099998764e-02, 2.165301599999999e+01, 3.463791736000000e-01, -8.225631607000000e-01, 4.510114352000000e-01, -8.317427863000000e-01, -4.693978534000000e-02, 5.531732043000001e-01, -4.338495194000000e-01, -5.667331852000000e-01, -7.004199393000000e-01, 2.853086139653641e+01, -8.056135563263553e+01, 8.470173317247272e+03, 6.497945411012297e+02, 2.452850516874143e+01, 1.660647003952063e-01, 7.802565624158255e+01, 5.019397437292709e+01, 2.852906121413190e+01, -8.054046207013538e+01, 1.275488070608105e+00, 6.205905782000000e+05, 1.091071340000000e+06, 3.018413333882639e+06, -1.815674772424567e+07, 9.939485904899072e+06, 2.249529212558651e+02, -5.354593466291706e+02, 2.913973523745059e+02, 
2.900000000000000e+01, 1.149591023664134e+03, -3.061109128896983e+01, 9.116671694252764e+03, 1.463519392000005e+02, -2.245375343999973e+00, 6.573019229999999e+02, 1.192411370000001e+01, -8.677754599995409e-02, 2.097522629999996e+01, 3.556881602000000e-01, -8.195549945000000e-01, 4.492388493000000e-01, -8.286168058000000e-01, -5.419946357000000e-02, 5.571863308000000e-01, -4.322963356000000e-01, -5.704314412000000e-01, -6.983751492000000e-01, 2.853082169156621e+01, -8.056092047443731e+01, 9.116703257859339e+03, 6.734016259243318e+02, 2.412782908197974e+01, 1.891830414779291e-01, 7.744924804340371e+01, 5.196910607376680e+01, 2.852880289948622e+01, -8.053743843053441e+01, 1.436031268774931e+00, 6.171610255000000e+05, 1.077297437000000e+06, 3.018645518482833e+06, -1.815729192897166e+07, 9.939782018918470e+06, 2.394736652238485e+02, -5.528593126075465e+02, 3.007801421718215e+02, 
3.000000000000000e+01, 1.301873228664179e+03, -3.289996237934901e+01, 9.784522518251413e+03, 1.582760529000005e+02, -2.332152889999927e+00, 6.782771492999998e+02, 1.235741230000003e+01, -8.503253500004453e-02, 2.039701120000006e+01, 3.649619812000000e-01, -8.164661328000000e-01, 4.474212850000000e-01, -8.254085156000000e-01, -6.143219349000000e-02, 5.611834531000000e-01, -4.307012128000000e-01, -5.741159636000000e-01, -6.963385137000000e-01, 2.853077893760863e+01, -8.056044900513122e+01, 9.784562993822789e+03, 6.965031508336774e+02, 2.384849964205565e+01, 2.142290753268517e-01, 7.686725067586656e+01, 5.370765331213087e+01, 2.852852705694681e+01, -8.053420345491355e+01, 1.607793036218880e+00, 6.137950278000000e+05, 1.061760123000000e+06, 3.018892379388128e+06, -1.815785322678482e+07, 9.940087345449217e+06, 2.542934097885368e+02, -5.696222046417244e+02, 3.098096913243050e+02, 
3.100000000000000e+01, 1.466288672664237e+03, -3.527482456936641e+01, 1.047303835725293e+04, 1.706334652000006e+02, -2.417185424999972e+00, 6.986741604999999e+02, 1.281788830000002e+01, -8.333416599996064e-02, 1.988989099999984e+01, 3.747440317000000e-01, -8.131068481000000e-01, 4.454482735000000e-01, -8.219223569000000e-01, -6.906262261000000e-02, 5.653971996000000e-01, -4.289645089000000e-01, -5.780031208999999e-01, -6.941915026000000e-01, 2.853073304163926e+01, -8.055993997199767e+01, 1.047308969707411e+04, 7.192129064344704e+02, 2.366248019642858e+01, 2.412692241600383e-01, 7.627830053627156e+01, 5.541444231880687e+01, 2.852823280431788e+01, -8.053074538547116e+01, 1.791397040355276e+00, 6.104838965000000e+05, 1.051039704000000e+06, 3.019154222303111e+06, -1.815843099269331e+07, 9.940401538036048e+06, 2.694586556782117e+02, -5.858301604159301e+02, 3.185314125938833e+02, 
3.200000000000000e+01, 1.643293374664656e+03, -3.773378919007070e+01, 1.118170064724952e+04, 1.834513535000006e+02, -2.500519590999932e+00, 7.185640514999997e+02, 1.329066160000001e+01, -8.207422600001703e-02, 1.946981400000003e+01, 3.844845292000000e-01, -8.096577494000000e-01, 4.434252764000000e-01, -8.183446202000000e-01, -7.666117828000001e-02, 5.695920877000000e-01, -4.271811436000000e-01, -5.818740350000000e-01, -6.920541004000000e-01, 2.853068389954240e+01, -8.055939196575369e+01, 1.118176512480066e+04, 7.416164425141216e+02, 2.357375827353130e+01, 2.703782106219693e-01, 7.568138321295062e+01, 5.709299868175750e+01, 2.852791922377950e+01, -8.052705282847045e+01, 1.987448030536988e+00, 6.072217464000001e+05, 1.040174357000000e+06, 3.019431423804492e+06, -1.815902472061171e+07, 9.940724315728648e+06, 2.850065353811603e+02, -6.015414959937922e+02, 3.269771417008831e+02, 
3.300000000000000e+01, 1.833349685664415e+03, -4.027544693029883e+01, 1.191002944725105e+04, 1.967420151000006e+02, -2.582593816999949e+00, 7.380338654999997e+02, 1.377213880000001e+01, -8.083505100006412e-02, 1.911402699999995e+01, 3.941823937000000e-01, -8.061192175000000e-01, 4.413525208000000e-01, -8.146757003000000e-01, -8.422702124000001e-02, 5.737676465000000e-01, -4.253513181000000e-01, -5.857282783000000e-01, -6.899265469000000e-01, 2.853063140434564e+01, -8.055880355799660e+01, 1.191010969529036e+04, 7.638115454228904e+02, 2.355895518881648e+01, 3.016317841994465e-01, 7.507722604459795e+01, 5.874490624206941e+01, 2.852758556723192e+01, -8.052311742444645e+01, 2.196390186630532e+00, 6.040017357000001e+05, 1.032321831000000e+06, 3.019724372293752e+06, -1.815963393738587e+07, 9.941055415120088e+06, 3.009617507980578e+02, -6.168303579295136e+02, 3.351871283543267e+02, 
3.400000000000000e+01, 2.036937933664401e+03, -4.289855701144723e+01, 1.265764992725091e+04, 2.105141539000006e+02, -2.663428868000013e+00, 7.571478924999997e+02, 1.424774230000014e+01, -8.029182600008333e-02, 1.876331910000011e+01, 4.038365501000000e-01, -8.024916434000000e-01, 4.392302394000000e-01, -8.109160024000000e-01, -9.175931582999999e-02, 5.779234076000001e-01, -4.234752388000000e-01, -5.895654250000000e-01, -6.878090809000000e-01, 2.853057544427816e+01, -8.055817326504915e+01, 1.265774898010115e+04, 7.858729120937807e+02, 2.355985464880811e+01, 3.351086322610515e-01, 7.446655750106741e+01, 6.037890190014753e+01, 2.852723079058831e+01, -8.051892644576910e+01, 2.418899181600968e+00, 6.008187464000001e+05, 1.024689047000000e+06, 3.020033489099002e+06, -1.816025825884211e+07, 9.941394621484306e+06, 3.173421742300381e+02, -6.317514105125550e+02, 3.431913951909465e+02, 
3.500000000000000e+01, 2.254536542664427e+03, -4.560214571878460e+01, 1.342420841725018e+04, 2.247618962000007e+02, -2.743720694000097e+00, 7.759112115999998e+02, 1.474709759999997e+01, -7.929868899996086e-02, 1.843923309999999e+01, 4.134459280000000e-01, -7.987754274000000e-01, 4.370586702000000e-01, -8.070659415000000e-01, -9.925723012000000e-02, 5.820589045000000e-01, -4.215531172000000e-01, -5.933850511000000e-01, -6.857019400000000e-01, 2.853051590726065e+01, -8.055749960962712e+01, 1.342432975475407e+04, 8.078141161636422e+02, 2.361119423540744e+01, 3.708871105880592e-01, 7.385005655536406e+01, 6.199263497981389e+01, 2.852685446017515e+01, -8.051447623191869e+01, 2.655170227594726e+00, 5.976718977000001e+05, 1.017431926000000e+06, 3.020359196709781e+06, -1.816089731950748e+07, 9.941741730114101e+06, 3.341427193951689e+02, -6.463101103110807e+02, 3.509922088282395e+02, 
3.600000000000000e+01, 2.486628422664358e+03, -4.838566788877400e+01, 1.420936521725118e+04, 2.395089938000007e+02, -2.823019383000058e+00, 7.943504446999998e+02, 1.527097720000006e+01, -7.772831899962789e-02, 1.814133719999991e+01, 4.235383748000000e-01, -7.947570474000000e-01, 4.347142517000000e-01, -8.029057618000000e-01, -1.071334128000000e-01, 5.863998376000000e-01, -4.194729822000000e-01, -5.973974117000001e-01, -6.834901241000000e-01, 2.853045267892755e+01, -8.055678110107982e+01, 1.420951281262322e+04, 8.296777425872126e+02, 2.371322208681470e+01, 4.090462936844825e-01, 7.322682562759795e+01, 6.358750472762708e+01, 2.852645569098105e+01, -8.050975518179541e+01, 2.905818839954719e+00, 5.945583157000000e+05, 1.011210835000000e+06, 3.020701924063375e+06, -1.816155076567528e+07, 9.942096542256277e+06, 3.513907275842932e+02, -6.605264085320980e+02, 3.586008599321564e+02, 
3.700000000000000e+01, 2.733729275664256e+03, -5.124763876021820e+01, 1.501281043725163e+04, 2.547799710000008e+02, -2.900747701999686e+00, 8.124917818999998e+02, 1.579553659999993e+01, -7.665998200009329e-02, 1.786599169999996e+01, 4.335785071000000e-01, -7.906408559000000e-01, 4.323155273000000e-01, -7.986459062000000e-01, -1.149693969000000e-01, 5.907171526000000e-01, -4.173420597000000e-01, -6.013892872000000e-01, -6.812903423000000e-01, 2.853038563958362e+01, -8.055601614728703e+01, 1.501298881203408e+04, 8.515069838909302e+02, 2.384740054302031e+01, 4.496706235503240e-01, 7.259611112090406e+01, 6.516490761845340e+01, 2.852603356224959e+01, -8.050475089437207e+01, 3.171502840025594e+00, 5.914751358000001e+05, 1.005554911000000e+06, 3.021062136847093e+06, -1.816221826501105e+07, 9.942458871707428e+06, 3.691142433324514e+02, -6.744197261359933e+02, 3.660284852068103e+02, 
3.800000000000000e+01, 2.996363361664519e+03, -5.418688881925208e+01, 1.583425703725059e+04, 2.705755076000007e+02, -2.977407683999779e+00, 8.303577735999996e+02, 1.632963479999986e+01, -7.303559900025645e-02, 1.765556649999993e+01, 4.435650850000000e-01, -7.864273594000000e-01, 4.298627965000000e-01, -7.942868989000000e-01, -1.227642182000000e-01, 5.950103100000000e-01, -4.151606168000000e-01, -6.053601863000000e-01, -6.791028693000000e-01, 2.853031466657189e+01, -8.055520313015310e+01, 1.583447131828779e+04, 8.733349886770043e+02, 2.404955998217031e+01, 4.928459278072948e-01, 7.195875840173001e+01, 6.672605849100691e+01, 2.852558731782252e+01, -8.049945547600048e+01, 3.452642023564062e+00, 5.884202466000000e+05, 1.000572112000000e+06, 3.021440312505279e+06, -1.816289950409004e+07, 9.942828542246936e+06, 3.873171832297329e+02, -6.880097666156479e+02, 3.732853641169587e+02, 
